chunk_id,source_id,chapter,section,topic,keywords,chunk_text
CH0846,TXT868,24,24.7 Nutrition and Diet,metabolism_nutrition,"acetyl, acids, high, amino, converted, glucose","6. The Krebs cycle converts ________ through a cycle
of reactions. In the process, ATP, ________, and
________ are produced.
a.
acetyl CoA; FAD, NAD
b.
acetyl CoA; FADH2; NADH
c.
pyruvate; NAD; FADH2
d.
pyruvate; oxygen; oxaloacetate
7. Which pathway produces the most ATP molecules?
a.
lactic acid fermentation
b.
the Krebs cycle
c.
the electron transport chain
d.
glycolysis
8. Aerobic cellular respiration results in the
production of these two products.
a.
NADH and FADH2
b.
ATP and pyruvate
c.
ATP and glucose
d.
ATP and H2O
9. When NAD+ becomes NADH, the coenzyme has
been ________.
a.
reduced
b.
oxidized
c.
metabolized
d.
hydrolyzed
10. Lipids in the diet can be ________.
a.
broken down into energy for the body
b.
stored as triglycerides for later use
c.
converted into acetyl CoA
d.
all of the above
11. The gallbladder provides ________ that aid(s) in
transport of lipids across the intestinal membrane.
a.
lipases
b.
cholesterol
c.
proteins
d.
bile salts
12. Triglycerides are transported by chylomicrons
because ________.
a.
they cannot move easily in the blood stream
because they are fat based, while the blood is
water based
b.
they are too small to move by themselves
c.
the chylomicrons contain enzymes they need
for anabolism
d.
they cannot fit across the intestinal
membrane
13. Which molecule produces the most ATP?
a.
carbohydrates
b.
FADH2
c.
triglycerides
d.
NADH
14. Which molecules can enter the Krebs cycle?
a.
chylomicrons
b.
acetyl CoA
c.
monoglycerides
d.
ketone bodies
15. Acetyl CoA can be converted to all of the following
except ________.
a.
ketone bodies
b.
fatty acids
c.
polysaccharides
d.
triglycerides
16. Digestion of proteins begins in the ________
where ________ and ________ mix with food to
break down protein into ________.
a.
stomach; amylase; HCl; amino acids
b.
mouth; pepsin; HCl; fatty acids
c.
stomach; lipase; HCl; amino acids
d.
stomach; pepsin; HCl; amino acids
17. Amino acids are needed to ________.
a.
build new proteins
b.
serve as fat stores
c.
supply energy for the cell
d.
create red blood cells
18. If an amino acid is not used to create new
proteins, it can be ________.
a.
converted to acetyl CoA
b.
converted to glucose or ketones
c.
converted to nitrogen
d.
stored to be used later
19. During the absorptive state, glucose levels are
________, insulin levels are ________, and
glucagon levels ________.
a.
high; low; stay the same
b.
low; low; stay the same
c.
high; high; are high
d.
high; high; are low
20. Starvation sets in after 3 to 4 days without food.
Which hormones change in response to low
glucose levels?
a.
glucagon and insulin
b.
ketones and glucagon
c.
insulin, glucose, and glucagon
d.
insulin and ketones"
CH0847,TXT868,24,24.7 Nutrition and Diet,metabolism_nutrition,"body, temperature, glucose, describe, vitamin, weight","21. The postabsorptive state relies on stores of
________ in the ________.
a.
insulin; pancreas
b.
glucagon; pancreas
c.
glycogen; liver
d.
glucose; liver
22. The body’s temperature is controlled by the
________. This temperature is always kept
between ________.
a.
pituitary; 36.5–37.5 °C
b.
hypothalamus; 97.7–99.5 °F
c.
hypothalamus; 36.5–37.5 °F
d.
pituitary; 97.7–99.5 °F
23. Fever increases the body temperature and can
induce chills to help cool the temperature back
down. What other mechanisms are in place to
regulate the body temperature?
a.
shivering
b.
sweating
c.
erection of the hairs on the arms and legs
d.
all of the above
24. The heat you feel on your chair when you stand up
was transferred from your skin via ________.
a.
conduction
b.
convection
c.
radiation
d.
evaporation
25. A crowded room warms up through the
mechanism of ________.
a.
conduction
b.
convection
c.
radiation
d.
evaporation
26. A deficiency in vitamin A can result in ________.
a.
improper bone development
b.
scurvy
c.
improper eye development or sight
d.
all of the above
27. Rickets results in improper bone development in
children that arises from the malabsorption of
calcium and a deficiency in ________.
a.
vitamin D
b.
vitamin C
c.
vitamin B12
d.
niacin
28. Consuming which type of food will help the most
with weight loss?
a.
fats
b.
vegetables
c.
lean meats
d.
fruits
29. Which of the following is stored in the body?
a.
thiamine
b.
phosphorous
c.
folic acid
d.
vitamin C
Critical Thinking Questions
30. Describe how metabolism can be altered.
31. Describe how Addison’s disease can be treated.
32. Explain how glucose is metabolized to yield ATP.
33. Insulin is released when food is ingested and
stimulates the uptake of glucose into the cell.
Discuss the mechanism cells employ to create a
concentration gradient to ensure continual uptake
of glucose from the bloodstream.
34. Discuss how carbohydrates can be stored as fat.
35. If a person with diabetes that has breath smells
like alcohol, what could this mean?
36. Amino acids are not stored in the body. Describe
how excess amino acids are processed in the cell.
37. Release of trypsin and chymotrypsin in their active
form can result in the digestion of the pancreas or
small intestine itself. What mechanism does the
body employ to prevent its self-destruction?
38. In type II diabetes, insulin is produced but is
nonfunctional. These patients are described as
“starving in a sea of plenty,” because their blood
glucose levels are high, but none of the glucose is
transported into the cells. Describe how this leads
to malnutrition.
39. Ketone bodies are used as an alternative source of
fuel during starvation. Describe how ketones are
synthesized.
40. How does vasoconstriction help increase the core
temperature of the body?
41. How can the ingestion of food increase the body
temperature?
42. Weight loss and weight gain are complex
processes. What are some of the main factors that
influence weight gain in people?"
CH0848,TXT868,24,24.7 Nutrition and Diet,metabolism_nutrition,"blood, system, kidney, urinary, kidneys, chapter","43. Some low-fat or non-fat foods contain a large
amount of sugar to replace the fat content of the
food. Discuss how this leads to increased fat in the
body (and weight gain) even though the item is
non-fat.

INTRODUCTION
CHAPTER 25
The Urinary System
CHAPTER OBJECTIVES
After studying this chapter, you will be able to:
•
Describe the composition of urine
•
Label structures of the urinary system
•
Characterize the roles of each of the parts of the urinary system
•
Illustrate the macroscopic and microscopic structures of the kidney
•
Trace the flow of blood through the kidney
•
Outline how blood is filtered in the kidney nephron
•
Provide symptoms of kidney failure
•
List some of the solutes filtered, secreted, and reabsorbed in different parts of the nephron
•
Describe the role of a portal system in the kidney
•
Explain how urine osmolarity is hormonally regulated
•
Describe the regulation of major ions by the kidney
•
Summarize the role of the kidneys in maintaining acid–base balance
The urinary system has roles you may be well aware of: cleansing the blood and ridding the body
of wastes probably come to mind. However, there are additional, equally important functions played by the system.
Take for example, regulation of pH, a function shared with the lungs and the buffers in the blood. Additionally, the
regulation of blood pressure is a role shared with the heart and blood vessels. What about regulating the
concentration of solutes in the blood? Did you know that the kidney is important in determining the concentration of
red blood cells? Eighty-five percent of the erythropoietin (EPO) produced to stimulate red blood cell production is
produced in the kidneys. The kidneys also perform the final synthesis step of vitamin D production, converting
calcidiol to calcitriol, the active form of vitamin D.
If the kidneys fail, these functions are compromised or lost altogether, with devastating effects on homeostasis. The
affected individual might experience weakness, lethargy, shortness of breath, anemia, widespread edema
(swelling), metabolic acidosis, rising potassium levels, heart arrhythmias, and more. Each of these functions is vital
to your well-being and survival. The urinary system, controlled by the nervous system, also stores urine until a
Figure 25.1
Sewage Treatment Plant (credit: “thekirbster”/flickr.com)"
CH0849,TXT868,24,24.7 Nutrition and Diet,metabolism_nutrition,"system, urinary, anatomical, body, control, help","convenient time for disposal and then provides the anatomical structures to transport this waste liquid to the
outside of the body. Failure of nervous control or the anatomical structures leading to a loss of control of urination
results in a condition called incontinence.
This chapter will help you to understand the anatomy of the urinary system and how it enables the physiologic
functions critical to homeostasis. It is best to think of the kidney as a regulator of plasma makeup rather than simply
a urine producer. As you read each section, ask yourself this question: “What happens if this does not work?” This
question will help you to understand how the urinary system maintains homeostasis and affects all the other
systems of the body and the quality of one’s life.

the urinary system."
CH0850,TXT869,25,25.1 Physical Characteristics of Urine,urinary_system,"urine, characteristics, blood, normal, water, filtrate","25.1 Physical Characteristics of Urine
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Compare and contrast blood plasma, glomerular filtrate, and urine characteristics
•
Describe the characteristics of a normal urine sample, including normal range of pH, osmolarity, and volume
The urinary system’s ability to filter the blood resides in about 2 to 3 million tufts of specialized capillaries—the
glomeruli—distributed more or less equally between the two kidneys. Because the glomeruli filter the blood based
mostly on particle size, large elements like blood cells, platelets, antibodies, and albumen are excluded. The
glomerulus is the first part of the nephron, which then continues as a highly specialized tubular structure
responsible for creating the final urine composition. All other solutes, such as ions, amino acids, vitamins, and
wastes, are filtered to create a filtrate composition very similar to plasma. The glomeruli create about 200 liters
(189 quarts) of this filtrate every day, yet you excrete less than two liters of waste you call urine.
Characteristics of the urine change, depending on influences such as water intake, exercise, environmental
temperature, nutrient intake, and other factors (Table 25.1). Some of the characteristics such as color and odor are
rough descriptors of your state of hydration. For example, if you exercise or work outside, and sweat a great deal,
your urine will turn darker and produce a slight odor, even if you drink plenty of water. Athletes are often advised to
consume water until their urine is clear. This is good advice; however, it takes time for the kidneys to process body
fluids and store it in the bladder. Another way of looking at this is that the quality of the urine produced is an average
over the time it takes to make that urine. Producing clear urine may take only a few minutes if you are drinking a lot
of water or several hours if you are working outside and not drinking much.
Normal Urine Characteristics
Characteristic
Normal values
Color
Pale yellow to deep amber
Odor
Odorless
Volume
750–2000 mL/24 hour
pH
4.5–8.0
Specific gravity
1.003–1.032
TABLE 25.1"
CH0851,TXT869,25,25.1 Physical Characteristics of Urine,urinary_system,"urine, none, ammonia, liver, blood, breakdown","Characteristic
Normal values
Osmolarity
40–1350 mOsmol/kg
Urobilinogen
0.2–1.0 mg/100 mL
White blood cells
0–2 HPF (per high-power field of microscope)
Leukocyte esterase
None
Protein
None or trace
Bilirubin
<0.3 mg/100 mL
Ketones
None
Nitrites
None
Blood
None
Glucose
None
TABLE 25.1
Urinalysis (urine analysis) often provides clues to renal disease. Normally, only traces of protein are found in urine,
and when higher amounts are found, damage to the glomeruli is the likely basis. Unusually large quantities of urine
may point to diseases like diabetes mellitus or hypothalamic tumors that cause diabetes insipidus. The color of
urine is determined mostly by the breakdown products of red blood cell destruction (Figure 25.2). The “heme” of
hemoglobin is converted by the liver into water-soluble forms that can be excreted into the bile and indirectly into
the urine. This yellow pigment is urochrome. Urine color may also be affected by certain foods like beets, berries,
and fava beans. A kidney stone or a cancer of the urinary system may produce sufficient bleeding to manifest as pink
or even bright red urine. Diseases of the liver or obstructions of bile drainage from the liver impart a dark “tea” or
“cola” hue to the urine. Dehydration produces darker, concentrated urine that may also possess the slight odor of
ammonia. Most of the ammonia produced from protein breakdown is converted into urea by the liver, so ammonia is
rarely detected in fresh urine. The strong ammonia odor you may detect in bathrooms or alleys is due to the
breakdown of urea into ammonia by bacteria in the environment. About one in five people detect a distinctive odor
in their urine after consuming asparagus; other foods such as onions, garlic, and fish can impart their own aromas!
These food-caused odors are harmless."
CH0852,TXT870,25,25.1 • Physical Characteristics of Urine,urinary_system,"urine, diabetes, water, volume, glucose, insipidus","25.1 • Physical Characteristics of Urine

Urine Color
Urine volume varies considerably. The normal range is one to two liters per day (Table 25.2). The kidneys must
produce a minimum urine volume of about 500 mL/day to rid the body of wastes. Output below this level may be
caused by severe dehydration or renal disease and is termed oliguria. The virtual absence of urine production is
termed anuria. Excessive urine production is polyuria, which may be due to diabetes mellitus or diabetes insipidus.
In diabetes mellitus, blood glucose levels exceed the number of available sodium-glucose transporters in the
kidney, and glucose appears in the urine. The osmotic nature of glucose attracts water, leading to its loss in the
urine. In the case of diabetes insipidus, insufficient pituitary antidiuretic hormone (ADH) release or insufficient
numbers of ADH receptors in the collecting ducts means that too few water channels are inserted into the cell
membranes that line the collecting ducts of the kidney. Insufficient numbers of water channels (aquaporins) reduce
water absorption, resulting in high volumes of very dilute urine.
Urine Volumes
Volume
condition
Volume
Causes
Normal
1–2 L/
day
Polyuria
>2.5 L/
day
Diabetes mellitus; diabetes insipidus; excess caffeine or alcohol; kidney disease;
certain drugs, such as diuretics; sickle cell anemia; excessive water intake
TABLE 25.2"
CH0853,TXT870,25,25.1 • Physical Characteristics of Urine,urinary_system,"urine, ketones, kidney, osmolarity, protein, there","Volume
condition
Volume
Causes
Oliguria
300–500
mL/day
Dehydration; blood loss; diarrhea; cardiogenic shock; kidney disease; enlarged prostate
Anuria
<50 mL/
day
Kidney failure; obstruction, such as kidney stone or tumor; enlarged prostate
TABLE 25.2
The pH (hydrogen ion concentration) of the urine can vary more than 1000-fold, from a normal low of 4.5 to a
maximum of 8.0. Diet can influence pH; meats lower the pH, whereas citrus fruits, vegetables, and dairy products
raise the pH. Chronically high or low pH can lead to disorders, such as the development of kidney stones or
osteomalacia.
Specific gravity is a measure of the quantity of solutes per unit volume of a solution and is traditionally easier to
measure than osmolarity. Urine will always have a specific gravity greater than pure water (water = 1.0) due to the
presence of solutes. Laboratories can now measure urine osmolarity directly, which is a more accurate indicator of
urinary solutes than specific gravity. Remember that osmolarity is the number of osmoles or milliosmoles per liter
of fluid (mOsmol/L). Urine osmolarity ranges from a low of 50–100 mOsmol/L to as high as 1200 mOsmol/L H2O.
Cells are not normally found in the urine. The presence of leukocytes may indicate a urinary tract infection.
Leukocyte esterase is released by leukocytes; if detected in the urine, it can be taken as indirect evidence of a
urinary tract infection (UTI).
Protein does not normally leave the glomerular capillaries, so only trace amounts of protein should be found in the
urine, approximately 10 mg/100 mL in a random sample. If excessive protein is detected in the urine, it usually
means that the glomerulus is damaged and is allowing protein to “leak” into the filtrate.
Ketones are byproducts of fat metabolism. Finding ketones in the urine suggests that the body is using fat as an
energy source in preference to glucose. In diabetes mellitus when there is not enough insulin (type I diabetes
mellitus) or because of insulin resistance (type II diabetes mellitus), there is plenty of glucose, but without the
action of insulin, the cells cannot take it up, so it remains in the bloodstream. Instead, the cells are forced to use fat
as their energy source, and fat consumed at such a level produces excessive ketones as byproducts. These excess
ketones will appear in the urine. Ketones may also appear if there is a severe deficiency of proteins or carbohydrates
in the diet.
Nitrates (NO3–) occur normally in the urine. Gram-negative bacteria metabolize nitrate into nitrite (NO2–), and its
presence in the urine is indirect evidence of infection.
There should be no blood found in the urine. It may sometimes appear in urine samples as a result of menstrual
contamination, but this is not an abnormal condition. Now that you understand what the normal characteristics of
urine are, the next section will introduce you to how you store and dispose of this waste product and how you make
it."
CH0854,TXT872,25,25.2 • Gross Anatomy of Urine Transport,urinary_system,"urine, transport, urethra, only, storage, structures","25.2 • Gross Anatomy of Urine Transport

and the filtrate is transformed into urine at a relatively constant rate throughout the day. This processed liquid is
stored until a convenient time for excretion. All structures involved in the transport and storage of the urine are large
enough to be visible to the naked eye. This transport and storage system not only stores the waste, but it protects
the tissues from damage due to the wide range of pH and osmolarity of the urine, prevents infection by foreign
organisms, and for the male, provides reproductive functions.
Urethra
The urethra transports urine from the bladder to the outside of the body for disposal. The urethra is the only
urologic organ that shows any significant anatomic difference between males and females; all other urine transport
structures are identical (Figure 25.3)."
CH0855,TXT872,25,25.2 • Gross Anatomy of Urine Transport,urinary_system,"urethra, male, urethral, bladder, external, females","Female and Male Urethras
The urethra transports urine from the bladder to the outside of the body. This image shows
(a) a female urethra and (b) a male urethra.
The urethra in both males and females begins inferior and central to the two ureteral openings forming the three
points of a triangular-shaped area at the base of the bladder called the trigone (Greek tri- = “triangle” and the root
of the word “trigonometry”). The urethra tracks posterior and inferior to the pubic symphysis (see Figure 25.3a). In
both males and females, the proximal urethra is lined by transitional epithelium, whereas the terminal portion is a
nonkeratinized, stratified squamous epithelium. In the male, pseudostratified columnar epithelium lines the urethra
between these two cell types. Voiding is regulated by an involuntary autonomic nervous system-controlled internal
urinary sphincter, consisting of smooth muscle and voluntary skeletal muscle that forms the external urinary
sphincter below it.
Female Urethra
The external urethral orifice is embedded in the anterior vaginal wall inferior to the clitoris, superior to the vaginal
opening (introitus), and medial to the labia minora. Its short length, about 4 cm, is less of a barrier to fecal bacteria
than the longer male urethra and the best explanation for the greater incidence of UTI in females. Voluntary control
of the external urethral sphincter is a function of the pudendal nerve. It arises in the sacral region of the spinal cord,
traveling via the S2–S4 nerves of the sacral plexus.
Male Urethra
The male urethra passes through the prostate gland immediately inferior to the bladder before passing below the
pubic symphysis (see Figure 25.3b). The length of the male urethra varies between people but averages 20 cm in
length. It is divided into four regions: the preprostatic urethra, the prostatic urethra, the membranous urethra, and
the spongy or penile urethra. The preprostatic urethra is very short and incorporated into the bladder wall. The
prostatic urethra passes through the prostate gland. During sexual intercourse, it receives sperm via the ejaculatory
ducts and secretions from the seminal vesicles. Paired Cowper’s glands (bulbourethral glands) produce and secrete
mucus into the urethra to buffer urethral pH during sexual stimulation. The mucus neutralizes the usually acidic
environment and lubricates the urethra, decreasing the resistance to ejaculation. The membranous urethra passes
through the deep muscles of the perineum, where it is invested by the overlying urethral sphincters. The spongy
urethra exits at the tip (external urethral orifice) of the penis after passing through the corpus spongiosum. Mucous
glands are found along much of the length of the urethra and protect the urethra from extremes of urine pH.
Innervation is the same in both males and females."
CH0856,TXT872,25,25.2 • Gross Anatomy of Urine Transport,urinary_system,"bladder, anterior, uterus, urine, addition, anatomy","Bladder
The urinary bladder collects urine from both ureters (Figure 25.4). The bladder lies anterior to the uterus in females,
posterior to the pubic bone and anterior to the rectum. During late pregnancy, its capacity is reduced due to
compression by the enlarging uterus, resulting in increased frequency of urination. In males, the anatomy is similar,
minus the uterus, and with the addition of the prostate inferior to the bladder. The bladder is a retroperitoneal
organ whose ""dome"" distends superiorly when the bladder is filling with urine.

Bladder
(a) Anterior cross section of the bladder. (b) The detrusor muscle of the bladder (source: monkey tissue) LM ×
448. (Micrograph provided by the Regents of the University of Michigan Medical School © 2012)"
CH0857,TXT872,25,25.2 • Gross Anatomy of Urine Transport,urinary_system,"bladder, muscle, voluntary, detrusor, external, micturition","Bladder
(a) Anterior cross section of the bladder. (b) The detrusor muscle of the bladder (source: monkey tissue) LM ×
448. (Micrograph provided by the Regents of the University of Michigan Medical School © 2012)

View the University of Michigan WebScope (http://openstax.org/l/bladderMG) to explore the tissue sample in greater
detail.
The bladder is a highly distensible organ comprised of irregular crisscrossing bands of smooth muscle collectively
called the detrusor muscle. The interior surface is made of transitional cellular epithelium that is structurally suited
for the large volume fluctuations of the bladder. When empty, it resembles columnar epithelia, but when stretched,
it “transitions” (hence the name) to a squamous appearance (see Figure 25.4). Volumes in adults can range from
nearly zero to 500–600 mL.
The detrusor muscle contracts with significant force in the young. The bladder’s strength diminishes with age, but
voluntary contractions of abdominal skeletal muscles can increase intra-abdominal pressure to promote more
forceful bladder emptying. Such voluntary contraction is also used in forceful defecation and childbirth.
Micturition Reflex
Micturition is a less-often used, but proper term for urination or voiding. It results from an interplay of involuntary
and voluntary actions by the internal and external urethral sphincters. When bladder volume reaches about 150 mL,
an urge to void is sensed but is easily overridden. Voluntary control of urination relies on consciously preventing
relaxation of the external urethral sphincter to maintain urinary continence. As the bladder fills, subsequent urges
become harder to ignore. Ultimately, voluntary constraint fails with resulting incontinence, which will occur as
bladder volume approaches 300 to 400 mL.
Normal micturition is a result of stretch receptors in the bladder wall that transmit nerve impulses to the sacral
region of the spinal cord to generate a spinal reflex. The resulting parasympathetic neural outflow causes
contraction of the detrusor muscle and relaxation of the involuntary internal urethral sphincter. At the same time,
the spinal cord inhibits somatic motor neurons, resulting in the relaxation of the skeletal muscle of the external"
CH0858,TXT874,25,25.3 Gross Anatomy of the Kidney,urinary_system,"kidney, structures, blood, cortex, describe, identify","25.3 Gross Anatomy of the Kidney
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Describe the external structure of the kidney, including its location, support structures, and covering
•
Identify the major internal divisions and structures of the kidney
•
Identify the major blood vessels associated with the kidney and trace the path of blood through the kidney
•
Compare and contrast the cortical and juxtamedullary nephrons
•
Name structures found in the cortex and medulla
•
Describe the physiological characteristics of the cortex and medulla
The kidneys lie on either side of the spine in the retroperitoneal space between the parietal peritoneum and the
posterior abdominal wall, well protected by muscle, fat, and ribs. They are roughly the size of your fist, and the male
kidney is typically a bit larger than the female kidney. The kidneys are well vascularized, receiving about 25 percent
of the cardiac output at rest."
CH0859,TXT874,25,25.3 Gross Anatomy of the Kidney,urinary_system,"kidney, tissue, capsule, covered, each, technology","There have never been sufficient kidney donations to provide a kidney to each person needing one. 
(http://openstax.org/l/TED) to learn about the TED (Technology, Entertainment, Design) Conference held in March
2011. In this video, Dr. Anthony Atala discusses a cutting-edge technique in which a new kidney is “printed.” The
successful utilization of this technology is still several years in the future, but imagine a time when you can print a
replacement organ or tissue on demand.
External Anatomy
The left kidney is located at about the T12 to L3 vertebrae, whereas the right is lower due to slight displacement by
the liver. Upper portions of the kidneys are somewhat protected by the eleventh and twelfth ribs (Figure 25.7). Each
kidney weighs about 125–175 g in males and 115–155 g in females. They are about 11–14 cm in length, 6 cm wide,
and 4 cm thick, and are directly covered by a fibrous capsule composed of dense, irregular connective tissue that
helps to hold their shape and protect them. This capsule is covered by a shock-absorbing layer of adipose tissue"
CH0860,TXT875,25,25.3 • Gross Anatomy of the Kidney,urinary_system,"renal, kidney, cortex, called, columns, kidneys","25.3 • Gross Anatomy of the Kidney

called the renal fat pad, which in turn is encompassed by a tough renal fascia. The fascia and, to a lesser extent, the
overlying peritoneum serve to firmly anchor the kidneys to the posterior abdominal wall in a retroperitoneal position.

Kidneys
The kidneys are slightly protected by the ribs and are surrounded by fat for protection (not shown).
On the superior aspect of each kidney is the adrenal gland. The adrenal cortex directly influences renal function
through the production of the hormone aldosterone to stimulate sodium reabsorption.
Internal Anatomy
A frontal section through the kidney reveals an outer region called the renal cortex and an inner region called the
medulla (Figure 25.8). The renal columns are connective tissue extensions that radiate downward from the cortex
through the medulla to separate the most characteristic features of the medulla, the renal pyramids and renal
papillae. The papillae are bundles of collecting ducts that transport urine made by nephrons to the calyces of the
kidney for excretion. The renal columns also serve to divide the kidney into 6–8 lobes and provide a supportive
framework for vessels that enter and exit the cortex. The pyramids and renal columns taken together constitute the
kidney lobes.

Left Kidney"
CH0861,TXT875,25,25.3 • Gross Anatomy of the Kidney,urinary_system,"renal, arteries, hilum, kidney, pelvis, afferent","Left Kidney

Renal Hilum
The renal hilum is the entry and exit site for structures servicing the kidneys: vessels, nerves, lymphatics, and
ureters. The medial-facing hila are tucked into the sweeping convex outline of the cortex. Emerging from the hilum is
the renal pelvis, which is formed from the major and minor calyxes in the kidney. The smooth muscle in the renal
pelvis funnels urine via peristalsis into the ureter. The renal arteries form directly from the descending aorta,
whereas the renal veins return cleansed blood directly to the inferior vena cava. The artery, vein, and renal pelvis are
arranged in an anterior-to-posterior order.
Nephrons and Vessels
The renal artery first divides into segmental arteries, followed by further branching to form interlobar arteries that
pass through the renal columns to reach the cortex (Figure 25.9). The interlobar arteries, in turn, branch into arcuate
arteries, cortical radiate arteries, and then into afferent arterioles. The afferent arterioles service about 1.3 million
nephrons in each kidney."
CH0862,TXT875,25,25.3 • Gross Anatomy of the Kidney,urinary_system,"capillary, blood, capillaries, form, glomerulus, arteriole","Blood Flow in the Kidney
Nephrons are the “functional units” of the kidney; they cleanse the blood and balance the constituents of the
circulation. The afferent arterioles form a tuft of high-pressure capillaries about 200 µm in diameter, the
glomerulus. The rest of the nephron consists of a continuous sophisticated tubule whose proximal end surrounds
the glomerulus in an intimate embrace—this is Bowman’s capsule. The glomerulus and Bowman’s capsule together
form the renal corpuscle. As mentioned earlier, these glomerular capillaries filter the blood based on particle size.
After passing through the renal corpuscle, the capillaries form a second arteriole, the efferent arteriole (Figure
25.10). These will next form a capillary network around the more distal portions of the nephron tubule, the
peritubular capillaries and vasa recta, before returning to the venous system. As the glomerular filtrate progresses
through the nephron, these capillary networks recover most of the solutes and water, and return them to the
circulation. Since a capillary bed (the glomerulus) drains into a vessel that in turn forms a second capillary bed, the
definition of a portal system is met. This is the only portal system in which an arteriole is found between the first and
second capillary beds. (Portal systems also link the hypothalamus to the anterior pituitary, and the blood vessels of
the digestive viscera to the liver.)"
CH0863,TXT877,25,25.4 Microscopic Anatomy of the Kidney,urinary_system,"capsule, renal, capillaries, blood, bowman, form","25.4 Microscopic Anatomy of the Kidney
LEARNING OBJECTIVES
By the end of this section, you will be able to:
•
Distinguish the histological differences between the renal cortex and medulla
•
Describe the structure of the filtration membrane
•
Identify the major structures and subdivisions of the renal corpuscles, renal tubules, and renal capillaries
•
Discuss the function of the peritubular capillaries and vasa recta
•
Identify the location of the juxtaglomerular apparatus and describe the cells that line it
•
Describe the histology of the proximal convoluted tubule, loop of Henle, distal convoluted tubule, and collecting
ducts
The renal structures that conduct the essential work of the kidney cannot be seen by the naked eye. Only a light or
electron microscope can reveal these structures. Even then, serial sections and computer reconstruction are
necessary to give us a comprehensive view of the functional anatomy of the nephron and its associated blood
vessels.
Nephrons: The Functional Unit
Nephrons take a simple filtrate of the blood and modify it into urine. Many changes take place in the different parts
of the nephron before urine is created for disposal. The term forming urine will be used hereafter to describe the
filtrate as it is modified into true urine. The principle task of the nephron population is to balance the plasma to
homeostatic set points and excrete potential toxins in the urine. They do this by accomplishing three principle
functions—filtration, reabsorption, and secretion. They also have additional secondary functions that exert control in
three areas: blood pressure (via production of renin), red blood cell production (via the hormone EPO), and calcium
absorption (via conversion of calcidiol into calcitriol, the active form of vitamin D).
Renal Corpuscle
As discussed earlier, the renal corpuscle consists of a tuft of capillaries called the glomerulus that is largely
surrounded by Bowman’s (glomerular) capsule. The glomerulus is a high-pressure capillary bed between afferent
and efferent arterioles. Bowman’s capsule surrounds the glomerulus to form a lumen, and captures and directs this
filtrate to the PCT. The outermost part of Bowman’s capsule, the parietal layer, is a simple squamous epithelium. It
transitions onto the glomerular capillaries in an intimate embrace to form the visceral layer of the capsule. Here, the
cells are not squamous, but uniquely shaped cells (podocytes) extending finger-like arms (pedicels) to cover the
glomerular capillaries (Figure 25.11). These projections interdigitate to form filtration slits, leaving small gaps
between the digits to form a sieve. As blood passes through the glomerulus, 10 to 20 percent of the plasma filters
between these sieve-like fingers to be captured by Bowman’s capsule and funneled to the PCT. Where the fenestrae
(windows) in the glomerular capillaries match the spaces between the podocyte “fingers,” the only thing separating
the capillary lumen and the lumen of Bowman’s capsule is their shared basement membrane (Figure 25.12). These
three features comprise what is known as the filtration membrane. This membrane permits very rapid movement of
filtrate from capillary to capsule though pores that are only 70 nm in diameter."
CH0864,TXT878,25,25.4 • Microscopic Anatomy of the Kidney,urinary_system,"pedicels, podocytes, body, cell, interdigitate, podocyte","25.4 • Microscopic Anatomy of the Kidney

Podocytes
Podocytes interdigitate with structures called pedicels and filter substances in a way similar to fenestrations.
In (a), the large cell body can be seen at the top right corner, with branches extending from the cell body. The smallest finger-like
extensions are the pedicels. Pedicels on one podocyte always interdigitate with the pedicels of another podocyte. (b) This capillary has
three podocytes wrapped around it."
CH0865,TXT878,25,25.4 • Microscopic Anatomy of the Kidney,urinary_system,"cells, filtration, substances, charged, fluid, membrane","Fenestrated Capillary
Fenestrations allow many substances to diffuse from the blood based primarily on size.
The fenestrations prevent filtration of blood cells or large proteins, but allow most other constituents through.
These substances cross readily if they are less than 4 nm in size and most pass freely up to 8 nm in size. An
additional factor affecting the ability of substances to cross this barrier is their electric charge. The proteins
associated with these pores are negatively charged, so they tend to repel negatively charged substances and allow
positively charged substances to pass more readily. The basement membrane prevents filtration of medium-to-large
proteins such as globulins. There are also mesangial cells in the filtration membrane that can contract to help
regulate the rate of filtration of the glomerulus. Overall, filtration is regulated by fenestrations in capillary
endothelial cells, podocytes with filtration slits, membrane charge, and the basement membrane between capillary
cells. The result is the creation of a filtrate that does not contain cells or large proteins, and has a slight
predominance of positively charged substances.
Lying just outside Bowman’s capsule and the glomerulus is the juxtaglomerular apparatus (JGA) (Figure 25.13). At
the juncture where the afferent and efferent arterioles enter and leave Bowman’s capsule, the initial part of the
distal convoluted tubule (DCT) comes into direct contact with the arterioles. The wall of the DCT at that point forms
a part of the JGA known as the macula densa. This cluster of cuboidal epithelial cells monitors the fluid
composition of fluid flowing through the DCT. In response to the concentration of Na+ in the fluid flowing past them,
these cells release paracrine signals. They also have a single, nonmotile cilium that responds to the rate of fluid
movement in the tubule. The paracrine signals released in response to changes in flow rate and Na+ concentration
are adenosine triphosphate (ATP) and adenosine."
